,condition_label,medical_abstract
89,4,"Circulating heart-reactive antibodies in patients with myocarditis or cardiomyopathy [corrected and republished with original paging, article originally printed in J Am Coll Cardiol 1990 Oct;16(4):839-46] Heart-reactive antibodies are commonly observed in patients with myocarditis or cardiomyopathy. Such antibodies may be important in the pathogenesis of these disorders, yet the specific antigens recognized have not been studied systematically. This report characterizes circulating heart autoantibodies from patients with myocarditis (n = 17) or idiopathic cardiomyopathy (n = 71) and from healthy volunteers (n = 15). Indirect immunofluorescence demonstrated that high titer (greater than or equal to 1:20) immunoglobulin G (IgG) antibody activity occurred in 59% of the myocarditis samples, 20% of the cardiomyopathy samples and none of the normal samples. All samples were tested by Western immunoblotting for IgG activity against a normal human heart extract. The number of antigens recognized by each sample was enumerated and the molecular weight of each antigen estimated; the prevalence of reactivity against antigens in selected molecular weight classes was determined. There was no difference in the mean number of heart antigens recognized by serum from each group. For most weight classes, prevalence either did not differ significantly among the various groups or subgroups or was greatest among samples from healthy volunteers. Prevalence of reactivity with 190 to 199 kilodalton (kd) antigens was greatest (p less than 0.05) among low titer serum samples from patients with myocarditis. High titer cardiomyopathy serum differed from normal serum by an increased (p less than 0.05) prevalence of antibodies to 40 to 49 and 100 to 109 kd antigens. These results suggest that western immunostaining may ultimately contribute substantively to identifying patients with myocarditis or cardiomyopathy. "
90,4,"Effect of activity on supraventricular tachyarrhythmias after coronary artery bypass surgery. The purpose of this study was to evaluate patient activities, professional staff activities, backrest position, and diurnal variations as factors that may contribute to the onset of supraventricular tachyarrhythmias (SVT) after coronary artery bypass surgery (CABG). The activities surrounding the recognition of first-onset SVT, as well as preoperative and postoperative data and patient characteristics were examined in 249 patients having CABG. One hundred seventy-three patients qualified for the study; 28% of these patients (n = 49) had SVT. No statistical difference was found between the subjects with SVT and those without SVT when sex, cross-clamp time, creatine kinase peak, hemoglobin and hematocrit levels, and number of bypasses were examined. Patients who had SVT were older than those who did not: 64.8 years for the SVT group versus 60.7 years for the non-SVT group (p less than 0.01). SVT was rare in the first 24 hours after surgery, whereas 60% of the cases occurred during the next 48 hours, without significant diurnal variation: mean time of onset was 11:50 AM. No particular activity of the patient or nurse influenced the onset of SVT during the postoperative period in this group. "
91,3,"Deficiency of complex III of the mitochondrial respiratory chain in a patient with facioscapulohumeral disease. Facioscapulohumeral disease (FSHD), an inherited neuromuscular disorder, is characterized by progressive wasting of specific muscle groups, particularly the proximal musculature of the upper limbs; the primary defect in this disorder is unknown. We studied a patient with FSHD to determine whether the mitochondrial respiratory chain was functionally abnormal. Muscle biopsy revealed fiber atrophy with patchy staining for oxidative enzymes. Electron microscopy of a liver section showed many enlarged mitochondria with paracrystalline inclusions. Decreased oxidation of the respiratory substrates-alanine and succinate-in skin fibroblasts suggested a deficiency of complex III of the electron-transport chain; cytochrome c oxidase activity (complex IV) was in the normal range. Biochemical analysis of liver supported the fibroblast data, since succinate oxidase activity (electron-transport activity through complexes II-IV) was reduced, whereas complex IV activity was normal. Furthermore, analysis of the cytochrome spectrum in liver revealed typical peaks for cytochromes cc1 and aa3, whereas cytochrome b (a component of complex III) was undetectable. Southern blot analysis of fibroblast mtDNA revealed no major deletions or rearrangements. Our study provides the first documentation of a specific enzyme-complex deficiency associated with FSHD. "
92,4,"Effect of hydralazine on the mesenteric vasculature of hypertensive rats. To test whether structural alterations observed in the mesenteric vasculature of Wistar-Kyoto spontaneously hypertensive rats (SHR) were dependent on the presence of hypertension, male SHR and Wistar-Kyoto normotensive (WKY) rats were treated in utero and postnatally with hydralazine up to 28 weeks of age. Treated SHR, WKY, and untreated WKY rats had comparable blood pressures that were less than those of untreated SHR. Treatment altered the dimensions of the superior mesenteric, intermediate-sized, and small arteries of the mesenteric vasculature. In the case of the superior mesenteric artery and intermediate vessels, hydralazine treatment increased the lumen and medial cross-sectional areas of the arteries in WKY rats and slightly decreased both parameters in SHR. Within the small arteries, treatment significantly increased the lumen size in SHR but not WKY rats and had no significant effect on the media of the vessels. Despite the above alterations, the media-to-lumen cross-sectional area ratios remained significantly elevated in SHR over WKY rats in both the treated and control groups of animals within all classes of arteries. The results indicate that there is an inherent increase in the quantity of media surrounding the arteries of SHR when compared with WKY rats that cannot be abolished by normalizing the blood pressure in utero and postnatally with hydralazine treatment. In SHR, such changes persist not only in arteries that exhibit an increase in the media-to-lumen ratio before hypertension but also in the superior mesenteric artery in which an increase in the ratio occurs after hypertension development. "
93,4,"Interleukin-2-induced lung permeability is mediated by leukotriene B4. Interleukin (IL)-2 therapy leads to respiratory dysfunction due to increased vascular permeability. This study examines the role of the chemoattractant, immunomodulator, and permeability-promoting agent leukotriene (LT) B4 in this setting. Sheep with chronic lung lymph fistulae were given IL-2, 10(5) U/kg as an IV bolus (n = 6). Within 2 hours this led to a significant increase in LTB4 levels in both plasma and lung lymph. The mean pulmonary artery pressure (MPAP) rose while the pulmonary artery wedge pressure was unchanged. Arterial oxygen tension (PaO2) fell. Lung lymph flow (QL) was tripled (P less than 0.05) at 3 hours, coinciding with an increase in the lymph/plasma (L/P) protein ratio (P less than 0.05) resulting in an increase in the lymph protein clearance (P less than 0.05), data documenting increased microvascular permeability to protein. Mild leukopenia and thrombocytopenia (P less than 0.05) occurred. Body temperature rose and shaking chills were common. Pretreatment with the lipoxygenase inhibitor diethylcarbamazine (DEC; n = 6) reduced baseline plasma LTB4 levels and prevented the IL-2-induced increases in LTB4 in plasma and lung lymph (P less than 0.05). In contrast to IL-2 treatment alone, DEC blunted the increase in MPAP and prevented the rises in QL (P less than 0.05), L/P protein ratio (P less than 0.05), and lymph protein clearance (P less than 0.05). DEC also prevented the IL-2-induced leukopenia, the fall in platelet count, and the rise in body temperature (P less than 0.05, respectively). Infusion of IL-2 excipient control (n = 5) did not affect plasma or lymph LTB4 levels but there were mild increases in MPAP (P less than 0.05). The QL also rose but this occurred while the L/P protein ratio fell (P less than 0.05). Body temperature rose moderately. The PaO2, leukocyte, and platelet counts were unaffected. These data indicate that IL-2 administration leads to pulmonary dysfunction manifest by pulmonary hypertension and increased vascular permeability, events associated with LTB4 synthesis and prevented by DEC. Leukotriene B4 appears therefore to mediate the IL-2-induced lung injury. "
94,1,"The incidence and prognostic significance of humoral hypercalcemia in renal cell carcinoma. This retrospective study was conducted to evaluate the incidence and prognostic significance of humoral hypercalcemia in 218 renal cell carcinoma patients during the last 20 years. Of 218 patients 20 (9.2%) were hypercalcemic, with serum calcium levels ranging from 10.7 to 16.0 mg./dl. The respective incidence of humoral hypercalcemia was 3% in patients with stage I, 5.9% with stage II, 14.1% with stage III and 18.9% with stage IV disease without bone metastasis. The survival curves between the hypercalcemic and eucalcemic groups among stages I to III cancer patients showed no statistical significance (p greater than 0.05). The survival curve deteriorated significantly in stage IV cancer patients with humoral hypercalcemia (p less than 0.005), with a median survival of 45.0 +/- 39.7 days versus 286.4 +/- 27.6 days in eucalcemic patients. No specific correlation was found between pathological cell type and humoral hypercalcemia. "
95,3,"Septic arthritis of the C1-C2 lateral facet joint and torticollis: pseudo-Grisel's syndrome. We present the case of a 76-year-old man who experienced the sudden development of fever, rightsided neck pain and stiffness, and torticollis. A soft tissue mass was noted on the right side of his neck, but his head was tilted to the left. Computed tomography scans (with reformatted sagittal and coronal images) of the patient's cervical spine revealed destructive changes of the right lateral masses of C1 and C2 and the clivus, and a well-delineated peridontoid soft tissue mass (confirmed by magnetic resonance imaging). After the second episode of right-sided hemiparesis, he underwent transoral surgical exploration, with anterior decompression and odontoidectomy. Histologic examination of the surgical material revealed granulation tissue, fibrosis, and chronic inflammation, consistent with abscess formation with invasion and compression of the spinal cord and bone. This case suggests that nonreducible rotational head tilt to the side opposite the side of lateral mass collapse should raise the suspicion of a possible infection. "
96,3,"Experiential phenomena of temporal lobe epilepsy. Facts and hypotheses. Experiential phenomena that occur in temporal lobe seizures and can be reproduced by electrical stimulation of temporal lobe structures typically encompass perceptual, mnemonic and affective features, either in combination or in isolation, which commonly relate to the patient's individual past experience. These phenomena raise interesting questions concerning brain mechanisms involved in human psychophysiology. The anatomical substrates for the evocation of these phenomena are widely distributed within the temporal lobe and include temporal isocortex and limbic structures (amygdala, hippocampus and parahippocampal gyrus). Arguments are presented which indicate that experiential phenomena are positive expressions of temporal lobe and limbic function and do not result from its ictal paralysis. Recent concepts of parallel distributed processing (Rumelhart and McClelland, 1986) and the importance of parallel distributed cortical networks for higher cognitive functions (Goldman-Rakic, 1988a, b) provide a theoretical framework on which a hypothesis explaining experiential phenomena can be based. In conformity with these concepts the hypothesis assumes that temporal lobe epileptic discharge or electrical stimulation of temporal lobe structures can induce the elaboration of patterns of excitation and inhibition in widely distributed neuronal networks, some of which are capable of forming a specific matrix representing the substrate of a given experience. Neuronal networks engaged in parallel distributed processing (1) have the capacity to recreate the totality of a given experience when only a fragment of the network is activated, and (2) they tolerate a great deal of degradation by random inactivation of its components or by interference through random noise without serious loss of information content. These features are compatible with the assumption that localized epileptic neuronal discharge or electrical stimulation involving some temporal lobe structures could create a matrix representing features of individual experience of the kind activated in the course of temporal lobe seizures. Such an experience could, up to a certain limit, resist the degrading influence of mounting noise which inevitably must attend seizure discharge. "
97,0,"Acute water intoxication as a complication of urine drug testing in the workplace Urine drug testing is now mandatory in many industries. We report the first case, to our knowledge, of an adverse consequence of drug testing in the workplace: acute water intoxication. We discuss normal water metabolism and the adverse effects of water loading and impaired renal function on free water clearance. We present a literature review of seven other cases of acute voluntary water intoxication in patients without chronic psychiatric or neurologic illness. For workers undergoing urine drug testing we conclude that risk factors for acute water intoxication include (1) intake of more than 1 L of water and (2) impaired urine dilution. In a recently drug-tested worker, symptoms of cerebral dysfunction should suggest the possibility of water intoxication. "
98,4,"Biobehavioral factors in Cardiac Arrhythmia Pilot Study (CAPS). Review and examination. The behavioral studies component of the multicenter Cardiac Arrhythmia Pilot Study (CAPS) was designed to examine the relation of biobehavioral factors and frequency of ventricular premature complexes (VPCs), efficacy of antiarrhythmic therapy, and disease end points in a study population that had experienced recent myocardial infarction and significant ventricular ectopy. Biobehavioral factors included both psychosocial (depression, anxiety, social support, type A behavior, mood, defensiveness, and anger expressiveness) and psychophysiological (heart rate and blood pressure reactivity to a videogame stressor) variables. Data were collected at baseline and at 3-, 6-, 9-, and 12-month follow-ups. Of the 502 patients enrolled in CAPS, 353 participated in the behavioral studies component. At baseline, assessments of psychosocial variables revealed the CAPS study population to be generally similar to other heart disease populations, and no relation between these variables and psychophysiological reactivity or arrhythmias was found. At follow-up among patients assigned to the placebo condition, biobehavioral variables were not related to levels of VPCs or VPC suppression. Cox regression analyses revealed that type B behavior, depression, and reduced heart rate reactivity were associated with increased clinical events, even after controlling for baseline left ventricular ejection fraction, myocardial infarction before the qualifying event, use of beta-blockers, use of digitalis, Q wave of qualifying myocardial infarction, and presence of unsustained ventricular tachycardia on baseline electrocardiogram. It is hypothesized that the relation among reduced heart rate reactivity, depression, and clinical events is mediated by diminished cardiac vagal tone. "
99,2,"Limitation of transcatheter arterial chemoembolization using iodized oil for small hepatocellular carcinoma. A study in resected cases. The radiologic and histologic findings are presented of the resection of 14 small hepatocellular carcinomas (HCC), less than 2 cm in maximum diameter, after transcatheter arterial chemoembolization (TCE) using iodized oil. The effect of TCE on small HCC depended on the morphologic type of the tumors. When no extracapsular invasion of tumor cells occurred, TCE was extremely effective against encapsulated tumors. However, in nine of the 14 resected specimens, viable tumor cells remained in or around the tumor. The authors suggest that small HCC are not always curable with TCE alone and that a multi-disciplinary approach is necessary for patients with small HCC. "
